Sample in Buffer,Sample in Window,TRIGGER,cnn_core/start_i,cnn_core/conv_weight_ch1[199:0],cnn_core/conv_weight_ch2[199:0],cnn_core/conv_weight_ch3[199:0],cnn_core/FC_Weight_1[79:0],cnn_core/FC_Weight[79:0],cnn_core/FC_Bias[79:0],cnn_core/PE_data_in[71:0],cnn_core/Image_6rows[71:0],cnn_core/BUF1_out1[71:0],cnn_core/BUF1_out2[71:0],cnn_core/BUF1_out3[71:0],cnn_core/conv_weight_ch1_packed[39:0],cnn_core/conv_weight_ch2_packed[39:0],cnn_core/conv_weight_ch3_packed[39:0],cnn_core/bias_in[23:0],cnn_core/conv_out1[23:0],cnn_core/conv_out2[23:0],cnn_core/conv_out3[23:0],cnn_core/FIFO_out1[23:0],cnn_core/FIFO_out2[23:0],cnn_core/FIFO_out3[23:0],cnn_core/MAX_out1[11:0],cnn_core/MAX_out2[11:0],cnn_core/MAX_out3[11:0],cnn_core/BUF2_out1[11:0],cnn_core/BUF2_out2[11:0],cnn_core/BUF2_out3[11:0],cnn_core/FC_data[11:0],cnn_core/PE_addr[4:0],cnn_core/Weight_addr[4:0],cnn_core/Conv_Layer[2:0],cnn_core/Layer_change,cnn_core/Weight_packed_en,cnn_core/FIFO_valid,cnn_core/BUF1_rd_en,cnn_core/BUF1_wr_en_1,cnn_core/BUF2_rd_en,cnn_core/BUF2_wr_en,cnn_core/PE_clear,cnn_core/PE_en,cnn_core/PE_valid_i,cnn_core/PE_valid_o,cnn_core/conv_done,cnn_core/FC_done,cnn_core/done,cnn_core/Bias_Sel,cnn_core/acc_wr_en,cnn_core/acc_rd_en,cnn_core/Slide_wr_en,cnn_core/Slide_rd_en,cnn_core/Slide_trigger,cnn_core/Slide_clear,cnn_core/BUF1_wr_en
150,150,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
151,151,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
152,152,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
153,153,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
154,154,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
155,155,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
156,156,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
157,157,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
158,158,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
159,159,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
160,160,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
161,161,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
162,162,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
163,163,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
164,164,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
165,165,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,01,04,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
166,166,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,02,04,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
167,167,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,03,04,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
168,168,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,04,04,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
169,169,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,05,04,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
170,170,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,06,04,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
171,171,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,07,04,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
172,172,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,08,04,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
173,173,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,09,04,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
174,174,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,0a,04,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
175,175,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,0b,04,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
176,176,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,0c,04,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
177,177,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,0d,04,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1
178,178,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,00000000000000b025,00000000000000b025,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000feb,000000,00000c,000,000,000,000,000,000,000,0e,04,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1
179,179,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,0000000000000960fb,0000000000000960fb,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,febfeb,000000,00c00c,000,000,000,000,000,000,000,0f,04,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1
180,180,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,0000000000000fd0fb,0000000000000fd0fb,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,febfeb,000000,00c00c,000,000,000,000,000,000,000,10,04,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1
181,181,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,0000000000000ca0fd,0000000000000ca0fd,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,febfeb,000000,00c00c,000,000,00c,000,000,000,000,11,04,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1
182,182,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,00000000000001f06b,00000000000001f06b,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,febfeb,000000,00c00c,000,000,000,000,000,000,000,12,04,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1
183,183,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,febfeb,000000,00c00c,000,000,00c,000,000,000,000,13,04,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1
184,184,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,febfeb,000000,00c00c,000,000,000,000,000,000,000,14,04,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1
185,185,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,feafe8,001006,00d014,febfeb,000000,00c00c,000,000,00c,000,000,000,000,15,04,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1
186,186,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,fe3fd2,01c03a,028066,febfea,000006,00c014,000,000,000,000,000,000,000,16,04,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1
187,187,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,fdcfca,04b0a1,0690f9,feafe3,00603a,014066,000,000,00c,000,000,000,000,17,04,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1
188,188,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,fe4fcf,07110c,0aa16f,fe3fdc,03a0a1,0660f9,000,000,000,000,000,000,000,18,04,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1
189,189,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,fe6fc5,06c11b,0b817a,fdcfe4,0a110c,0f916f,000,03a,066,000,000,000,000,19,04,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1
190,190,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,fd9fd3,0520c0,08610e,fe4fe6,10c11b,16f17a,000,000,000,000,000,000,000,1a,04,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1
191,191,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,fd0fdf,03205d,043098,fe6fd9,11b0c0,17a10e,000,10c,16f,000,000,000,000,1b,04,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1
192,192,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,fe0fe5,015023,01403c,fd9fdf,0c005d,10e098,000,000,000,000,000,000,000,00,04,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1
193,193,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,fe9fe9,002009,00c00f,fdffe5,05d023,09803c,000,11b,17a,000,000,000,000,00,04,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1
194,194,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,fe5fe9,023009,03c00f,000,000,000,000,000,000,000,01,04,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1
